Borough,Date,Neighborhood,Test Positive Rate,Total Positive Cases,Total Tested Cases,ZIPCODE,zcta_cum.perc_pos
Bronx,2020-04-05,Northeast Bronx,0.6096625766871165,795,1304,10469,60.97
Bronx,2020-04-05,Northeast Bronx,0.5283842794759825,121,229,10470,52.84
Bronx,2020-04-05,Kingsbridge and Riverdale,0.3973333333333333,149,375,10471,39.73
Bronx,2020-04-05,Southeast Bronx,0.6130718954248366,469,765,10472,61.31
Bronx,2020-04-05,Southeast Bronx,0.5839909808342728,518,887,10473,58.4
Bronx,2020-04-05,Hunts Point and Mott Haven,0.6102941176470589,83,136,10474,61.03
Bronx,2020-04-05,Northeast Bronx,0.601418439716312,424,705,10475,60.14
Queens,2020-04-05,Southeast Queens,0.6984815618221258,322,461,11429,69.85
Queens,2020-04-05,Southeast Queens,0.6329113924050633,200,316,11004,63.29
Queens,2020-04-05,Northwest Queens,0.4936170212765957,232,470,11101,49.36
Queens,2020-04-05,Northwest Queens,0.5284090909090909,186,352,11102,52.84
Queens,2020-04-05,Northwest Queens,0.5436893203883495,168,309,11103,54.37
Queens,2020-04-05,Northwest Queens,0.5776173285198556,160,277,11104,57.76
Queens,2020-04-05,Northwest Queens,0.4797687861271676,166,346,11105,47.98
Queens,2020-04-05,Northwest Queens,0.5162907268170426,206,399,11106,51.63
Brooklyn,2020-04-05,Northwest Brooklyn,0.4309484193011647,259,601,11201,43.09
Brooklyn,2020-04-05,Flatbush,0.635632183908046,553,870,11203,63.56
Brooklyn,2020-04-05,Borough Park,0.6078582434514638,789,1298,11204,60.79
Brooklyn,2020-04-05,Northwest Brooklyn,0.5844155844155844,270,462,11205,58.44
Brooklyn,2020-04-05,Bushwick and Williamsburg,0.5845588235294118,477,816,11206,58.46
Brooklyn,2020-04-05,East New York and New Lots,0.6081229418221734,554,911,11207,60.81
Brooklyn,2020-04-05,East New York and New Lots,0.6587215601300108,608,923,11208,65.87
Brooklyn,2020-04-05,Southwest Brooklyn,0.4846796657381616,348,718,11209,48.47
Brooklyn,2020-04-05,Flatbush,0.6117523609653726,583,953,11210,61.18
Brooklyn,2020-04-05,Greenpoint,0.6434456928838951,859,1335,11211,64.34
Brooklyn,2020-04-05,Central Brooklyn,0.6187335092348285,469,758,11212,61.87
Brooklyn,2020-04-05,Central Brooklyn,0.6302616609783845,554,879,11213,63.03
Brooklyn,2020-04-05,Southwest Brooklyn,0.5062814070351759,403,796,11214,50.63
Brooklyn,2020-04-05,Northwest Brooklyn,0.4275491949910555,239,559,11215,42.75
Brooklyn,2020-04-05,Central Brooklyn,0.5393258426966292,240,445,11216,53.93
Brooklyn,2020-04-05,Northwest Brooklyn,0.5311653116531165,196,369,11217,53.12
Brooklyn,2020-04-05,Borough Park,0.5887179487179487,574,975,11218,58.87
Brooklyn,2020-04-05,Borough Park,0.6909975669099757,1136,1644,11219,69.1
Brooklyn,2020-04-05,Sunset Park,0.6082887700534759,455,748,11220,60.83
Brooklyn,2020-04-05,Bushwick and Williamsburg,0.5962732919254659,384,644,11221,59.63
Brooklyn,2020-04-05,Greenpoint,0.4444444444444444,148,333,11222,44.44
Brooklyn,2020-04-05,Southern Brooklyn,0.5436793422404933,529,973,11223,54.37
Brooklyn,2020-04-05,Southern Brooklyn,0.5269058295964125,235,446,11224,52.69
Brooklyn,2020-04-05,Flatbush,0.6480263157894737,394,608,11225,64.8
Brooklyn,2020-04-05,Flatbush,0.6234498308906427,553,887,11226,62.34
Brooklyn,2020-04-05,Southwest Brooklyn,0.5249266862170088,179,341,11228,52.49
Brooklyn,2020-04-05,Southern Brooklyn,0.5280898876404494,470,890,11229,52.81
Brooklyn,2020-04-05,Borough Park,0.6361802286482852,946,1487,11230,63.62
Brooklyn,2020-04-05,Northwest Brooklyn,0.4814814814814815,169,351,11231,48.15
Brooklyn,2020-04-05,Sunset Park,0.6401515151515151,169,264,11232,64.02
Brooklyn,2020-04-05,Central Brooklyn,0.6180555555555556,356,576,11233,61.81
Brooklyn,2020-04-05,Canarsie and Flatlands,0.5783132530120482,624,1079,11234,57.83
Brooklyn,2020-04-05,Southern Brooklyn,0.5036194415718718,487,967,11235,50.36
Brooklyn,2020-04-05,Canarsie and Flatlands,0.6313963573287077,728,1153,11236,63.14
Brooklyn,2020-04-05,Bushwick and Williamsburg,0.6715686274509803,274,408,11237,67.16
Brooklyn,2020-04-05,Central Brooklyn,0.5505836575875487,283,514,11238,55.06
Brooklyn,2020-04-05,Canarsie and Flatlands,0.6885964912280702,157,228,11239,68.86
Queens,2020-04-05,North Queens,0.5383022774327122,260,483,11357,53.83
Queens,2020-04-05,North Queens,0.6207482993197279,365,588,11355,62.07
Queens,2020-04-05,North Queens,0.5854214123006833,257,439,11354,58.54
Queens,2020-04-05,North Queens,0.5347432024169184,177,331,11356,53.47
Queens,2020-04-05,North Queens,0.4804469273743017,172,358,11358,48.04
Queens,2020-04-05,North Queens,0.4217391304347826,97,230,11360,42.17
Queens,2020-04-05,Northeast Queens,0.5370370370370371,145,270,11361,53.7
Queens,2020-04-05,Northeast Queens,0.4312796208530806,91,211,11362,43.13
Queens,2020-04-05,Northeast Queens,0.4516129032258064,42,93,11363,45.16
Queens,2020-04-05,Northeast Queens,0.5256410256410257,164,312,11364,52.56
Queens,2020-04-05,Central Queens,0.5469387755102041,268,490,11365,54.69
Queens,2020-04-05,Central Queens,0.6241134751773051,176,282,11366,62.41
Queens,2020-04-05,Central Queens,0.6331444759206799,447,706,11367,63.31
Queens,2020-04-05,West Queens,0.7770016120365395,1446,1861,11368,77.7
Queens,2020-04-05,West Queens,0.7513736263736264,547,728,11369,75.14
Queens,2020-04-05,West Queens,0.5690168818272096,573,1007,11370,56.9
Queens,2020-04-05,West Queens,0.7313974591651543,806,1102,11372,73.14
Queens,2020-04-05,West Queens,0.6898245614035088,983,1425,11373,68.98
Queens,2020-04-05,West Central Queens,0.6109693877551021,479,784,11374,61.1
Queens,2020-04-05,West Central Queens,0.542809642560266,653,1203,11375,54.28
Queens,2020-04-05,West Queens,0.6378600823045267,620,972,11377,63.79
Queens,2020-04-05,West Queens,0.5631067961165048,232,412,11378,56.31
Queens,2020-04-05,West Central Queens,0.5476190476190477,276,504,11379,54.76
Queens,2020-04-05,West Central Queens,0.5864793678665496,668,1139,11385,58.65
Queens,2020-04-05,Southeast Queens,0.7364130434782609,271,368,11411,73.64
Queens,2020-04-05,Jamaica,0.6380090497737556,423,663,11412,63.8
Queens,2020-04-05,Southeast Queens,0.6344827586206897,460,725,11413,63.45
Queens,2020-04-05,Southwest Queens,0.5587583148558758,252,451,11414,55.88
Queens,2020-04-05,Southwest Queens,0.597667638483965,205,343,11415,59.77
Queens,2020-04-05,Southwest Queens,0.6559485530546624,204,311,11416,65.59
Queens,2020-04-05,Southwest Queens,0.6076555023923444,254,418,11417,60.77
Queens,2020-04-05,Southwest Queens,0.6081330868761553,329,541,11418,60.81
Queens,2020-04-05,Southwest Queens,0.6011342155009451,318,529,11419,60.11
Queens,2020-04-05,Southwest Queens,0.6067073170731707,398,656,11420,60.67
Queens,2020-04-05,Southwest Queens,0.6358267716535433,323,508,11421,63.58
Queens,2020-04-05,Southeast Queens,0.6410714285714286,359,560,11422,64.11
Queens,2020-04-05,Jamaica,0.6408450704225352,273,426,11423,64.08
Queens,2020-04-05,Southeast Queens,0.5207667731629393,163,313,11426,52.08
Queens,2020-04-05,Southeast Queens,0.5925925925925926,272,459,11427,59.26
Queens,2020-04-05,Southeast Queens,0.6542372881355932,193,295,11428,65.42
Queens,2020-04-05,Jamaica,0.6670168067226889,635,952,11434,66.7
Queens,2020-04-05,Jamaica,0.6330390920554855,502,793,11432,63.3
Queens,2020-04-05,Jamaica,0.6421568627450981,262,408,11433,64.22
Queens,2020-04-05,Jamaica,0.6070087609511889,485,799,11435,60.7
Queens,2020-04-05,Jamaica,0.6666666666666666,160,240,11436,66.67
Queens,2020-04-05,Rockaways,0.6657329598506069,713,1071,11691,66.57
Queens,2020-04-05,Rockaways,0.6297577854671279,182,289,11692,62.98
Queens,2020-04-05,Rockaways,0.6121495327102804,131,214,11693,61.21
Queens,2020-04-05,Rockaways,0.5692695214105793,226,397,11694,56.93
Queens,2020-04-05,Rockaways,0.425,34,80,11697,42.5
Manhattan,2020-04-07,Chelsea and Clinton,0.46703296703296704,170,364,10001,46.7
Manhattan,2020-04-07,Lower East Side,0.5113636363636364,405,792,10002,51.14
Manhattan,2020-04-07,Lower East Side,0.42357274401473294,230,543,10003,42.36
Manhattan,2020-04-07,Lower Manhattan,0.4444444444444444,20,45,10004,44.44
Manhattan,2020-04-07,Lower Manhattan,0.3106796116504854,32,103,10005,31.07
Manhattan,2020-04-07,Lower Manhattan,0.24242424242424243,8,33,10006,24.24
Manhattan,2020-04-07,Lower Manhattan,0.3488372093023256,30,86,10007,34.88
Manhattan,2020-04-07,Lower East Side,0.4501510574018127,298,662,10009,45.02
Manhattan,2020-04-07,Gramercy Park and Murray Hill,0.35278514588859416,133,377,10010,35.28
Manhattan,2020-04-07,Chelsea and Clinton,0.48125,308,640,10011,48.12
Manhattan,2020-04-07,Greenwich Village and Soho,0.35684647302904565,86,241,10012,35.68
Manhattan,2020-04-07,Greenwich Village and Soho,0.43521594684385384,131,301,10013,43.52
Manhattan,2020-04-07,Greenwich Village and Soho,0.47570332480818417,186,391,10014,47.57
Manhattan,2020-04-07,Gramercy Park and Murray Hill,0.4226044226044226,344,814,10016,42.26
Manhattan,2020-04-07,Gramercy Park and Murray Hill,0.3490566037735849,74,212,10017,34.91
Manhattan,2020-04-07,Chelsea and Clinton,0.46215139442231074,116,251,10018,46.22
Manhattan,2020-04-07,Chelsea and Clinton,0.42857142857142855,264,616,10019,42.86
Manhattan,2020-04-07,Upper East Side,0.38261997405966275,295,771,10021,38.26
Manhattan,2020-04-07,Gramercy Park and Murray Hill,0.3774403470715835,174,461,10022,37.74
Manhattan,2020-04-07,Upper West Side,0.38705035971223023,269,695,10023,38.71
Manhattan,2020-04-07,Upper West Side,0.36504161712247324,307,841,10024,36.5
Manhattan,2020-04-07,Upper West Side,0.3994464944649446,433,1084,10025,39.94
Manhattan,2020-04-07,Central Harlem,0.48997772828507796,220,449,10026,49.0
Manhattan,2020-04-07,Central Harlem,0.4977168949771689,327,657,10027,49.77
Manhattan,2020-04-07,Upper East Side,0.3953846153846154,257,650,10028,39.54
Manhattan,2020-04-07,East Harlem,0.508411214953271,544,1070,10029,50.84
Manhattan,2020-04-07,Central Harlem,0.5653495440729484,186,329,10030,56.53
Manhattan,2020-04-07,Inwood and Washington Heights,0.6074626865671642,407,670,10031,60.75
Manhattan,2020-04-07,Inwood and Washington Heights,0.5927654609101517,508,857,10032,59.28
Manhattan,2020-04-07,Inwood and Washington Heights,0.6013698630136987,439,730,10033,60.14
Manhattan,2020-04-07,Inwood and Washington Heights,0.5096153846153846,212,416,10034,50.96
Manhattan,2020-04-07,East Harlem,0.5189655172413793,301,580,10035,51.9
Manhattan,2020-04-07,Chelsea and Clinton,0.46782178217821785,189,404,10036,46.78
Manhattan,2020-04-07,Central Harlem,0.5177304964539007,146,282,10037,51.77
Manhattan,2020-04-07,Lower Manhattan,0.4789915966386555,114,238,10038,47.9
Manhattan,2020-04-07,Central Harlem,0.5235294117647059,178,340,10039,52.35
Manhattan,2020-04-07,Inwood and Washington Heights,0.6058931860036832,329,543,10040,60.59
Manhattan,2020-04-07,Upper East Side,0.43870967741935485,68,155,10044,43.87
Manhattan,2020-04-07,Upper East Side,0.35,182,520,10065,35.0
Manhattan,2020-04-07,Upper East Side,0.46311475409836067,226,488,10075,46.31
Manhattan,2020-04-07,Upper East Side,0.38202247191011235,306,801,10128,38.2
Manhattan,2020-04-07,Lower Manhattan,0.3484848484848485,23,66,10280,34.85
Staten Islan,2020-04-07,Stapleton and St. George,0.5472972972972973,324,592,10301,54.73
Staten Islan,2020-04-07,Port Richmond,0.5252525252525253,156,297,10302,52.53
Staten Islan,2020-04-07,Port Richmond,0.5111607142857143,229,448,10303,51.12
Staten Islan,2020-04-07,Stapleton and St. George,0.5361512791991101,482,899,10304,53.62
Staten Islan,2020-04-07,Stapleton and St. George,0.462406015037594,369,798,10305,46.24
Staten Islan,2020-04-07,South Shore,0.44808231992516373,479,1069,10306,44.81
Staten Islan,2020-04-07,South Shore,0.4962686567164179,133,268,10307,49.63
Staten Islan,2020-04-07,South Shore,0.4460431654676259,248,556,10308,44.6
Staten Islan,2020-04-07,South Shore,0.4613003095975232,298,646,10309,46.13
Staten Islan,2020-04-07,Port Richmond,0.4801864801864802,206,429,10310,48.02
Staten Islan,2020-04-07,South Shore,0.5054347826086957,558,1104,10312,50.54
Staten Islan,2020-04-07,Mid-Island,0.49644970414201184,839,1690,10314,49.64
Bronx,2020-04-07,High Bridge and Morrisania,0.5606595995288575,476,849,10451,56.07
Bronx,2020-04-07,High Bridge and Morrisania,0.6305329719963866,698,1107,10452,63.05
Bronx,2020-04-07,Central Bronx,0.6147403685092128,734,1194,10453,61.47
Bronx,2020-04-07,Hunts Point and Mott Haven,0.5884413309982487,336,571,10454,58.84
Bronx,2020-04-07,Hunts Point and Mott Haven,0.5582191780821918,326,584,10455,55.82
Bronx,2020-04-07,High Bridge and Morrisania,0.5913806863527534,741,1253,10456,59.14
Bronx,2020-04-07,Central Bronx,0.6064030131826742,644,1062,10457,60.64
Bronx,2020-04-07,Bronx Park and Fordham,0.566427289048474,631,1114,10458,56.64
Bronx,2020-04-07,Hunts Point and Mott Haven,0.5759162303664922,440,764,10459,57.59
Bronx,2020-04-07,Central Bronx,0.5619735258724429,467,831,10460,56.2
Bronx,2020-04-07,Southeast Bronx,0.5469011725293133,653,1194,10461,54.69
Bronx,2020-04-07,Southeast Bronx,0.55155010814708,765,1387,10462,55.16
Bronx,2020-04-07,Kingsbridge and Riverdale,0.4462809917355372,486,1089,10463,44.63
Bronx,2020-04-07,Southeast Bronx,0.40186915887850466,43,107,10464,40.19
Bronx,2020-04-07,Southeast Bronx,0.48892825509300264,552,1129,10465,48.89
Bronx,2020-04-07,Northeast Bronx,0.5826086956521739,737,1265,10466,58.26
Bronx,2020-04-07,Bronx Park and Fordham,0.588053553038105,1142,1942,10467,58.81
Bronx,2020-04-07,Bronx Park and Fordham,0.651618398637138,765,1174,10468,65.16
Bronx,2020-04-07,Northeast Bronx,0.6041802743305029,925,1531,10469,60.42
Bronx,2020-04-07,Northeast Bronx,0.5454545454545454,156,286,10470,54.55
Bronx,2020-04-07,Kingsbridge and Riverdale,0.4159090909090909,183,440,10471,41.59
Bronx,2020-04-07,Southeast Bronx,0.6285097192224622,582,926,10472,62.85
Bronx,2020-04-07,Southeast Bronx,0.5794732061762035,638,1101,10473,57.95
Bronx,2020-04-07,Hunts Point and Mott Haven,0.6178343949044586,97,157,10474,61.78
Bronx,2020-04-07,Northeast Bronx,0.5862457722660653,520,887,10475,58.62
Queens,2020-04-07,Southeast Queens,0.7029520295202952,381,542,11429,70.3
Queens,2020-04-07,Southeast Queens,0.6512261580381471,239,367,11004,65.12
Queens,2020-04-07,Northwest Queens,0.49615384615384617,258,520,11101,49.62
Queens,2020-04-07,Northwest Queens,0.5297029702970297,214,404,11102,52.97
Queens,2020-04-07,Northwest Queens,0.5428571428571428,190,350,11103,54.29
Queens,2020-04-07,Northwest Queens,0.577922077922078,178,308,11104,57.79
Queens,2020-04-07,Northwest Queens,0.493368700265252,186,377,11105,49.34
Queens,2020-04-07,Northwest Queens,0.5120350109409191,234,457,11106,51.2
Brooklyn,2020-04-07,Northwest Brooklyn,0.40714285714285714,285,700,11201,40.71
Brooklyn,2020-04-07,Flatbush,0.6312684365781711,642,1017,11203,63.13
Brooklyn,2020-04-07,Borough Park,0.6236263736263736,908,1456,11204,62.36
Brooklyn,2020-04-07,Northwest Brooklyn,0.5456110154905336,317,581,11205,54.56
Brooklyn,2020-04-07,Bushwick and Williamsburg,0.5671957671957671,536,945,11206,56.72
Brooklyn,2020-04-07,East New York and New Lots,0.6053357865685373,658,1087,11207,60.53
Brooklyn,2020-04-07,East New York and New Lots,0.6481818181818182,713,1100,11208,64.82
Brooklyn,2020-04-07,Southwest Brooklyn,0.49410377358490565,419,848,11209,49.41
Brooklyn,2020-04-07,Flatbush,0.6121883656509696,663,1083,11210,61.22
Brooklyn,2020-04-07,Greenpoint,0.636241610738255,948,1490,11211,63.62
Brooklyn,2020-04-07,Central Brooklyn,0.6347826086956522,584,920,11212,63.48
Brooklyn,2020-04-07,Central Brooklyn,0.6137724550898204,615,1002,11213,61.38
Brooklyn,2020-04-07,Southwest Brooklyn,0.5284030010718114,493,933,11214,52.84
Brooklyn,2020-04-07,Northwest Brooklyn,0.4281098546042003,265,619,11215,42.81
Brooklyn,2020-04-07,Central Brooklyn,0.5295238095238095,278,525,11216,52.95
Brooklyn,2020-04-07,Northwest Brooklyn,0.5100671140939598,228,447,11217,51.01
Brooklyn,2020-04-07,Borough Park,0.5927487352445194,703,1186,11218,59.27
Brooklyn,2020-04-07,Borough Park,0.6886792452830188,1314,1908,11219,68.87
Brooklyn,2020-04-07,Sunset Park,0.6226203807390818,556,893,11220,62.26
Brooklyn,2020-04-07,Bushwick and Williamsburg,0.5930680359435173,462,779,11221,59.31
Brooklyn,2020-04-07,Greenpoint,0.45153061224489793,177,392,11222,45.15
Brooklyn,2020-04-07,Southern Brooklyn,0.552772808586762,618,1118,11223,55.28
Brooklyn,2020-04-07,Southern Brooklyn,0.5543071161048689,296,534,11224,55.43
Brooklyn,2020-04-07,Flatbush,0.6284916201117319,450,716,11225,62.85
Brooklyn,2020-04-07,Flatbush,0.6191860465116279,639,1032,11226,61.92
Brooklyn,2020-04-07,Southwest Brooklyn,0.5439429928741093,229,421,11228,54.39
Brooklyn,2020-04-07,Southern Brooklyn,0.5365622032288699,565,1053,11229,53.66
Brooklyn,2020-04-07,Borough Park,0.6311377245508982,1054,1670,11230,63.11
Brooklyn,2020-04-07,Northwest Brooklyn,0.4847715736040609,191,394,11231,48.48
Brooklyn,2020-04-07,Sunset Park,0.6348684210526315,193,304,11232,63.49
Brooklyn,2020-04-07,Central Brooklyn,0.5962373371924746,412,691,11233,59.62
Brooklyn,2020-04-07,Canarsie and Flatlands,0.5897435897435898,759,1287,11234,58.97
Brooklyn,2020-04-07,Southern Brooklyn,0.5292529252925292,588,1111,11235,52.93
Brooklyn,2020-04-07,Canarsie and Flatlands,0.6329941860465116,871,1376,11236,63.3
Brooklyn,2020-04-07,Bushwick and Williamsburg,0.6597938144329897,320,485,11237,65.98
Brooklyn,2020-04-07,Central Brooklyn,0.5548281505728314,339,611,11238,55.48
Brooklyn,2020-04-07,Canarsie and Flatlands,0.6441947565543071,172,267,11239,64.42
Queens,2020-04-07,North Queens,0.5666666666666667,323,570,11357,56.67
Queens,2020-04-07,North Queens,0.6309341500765697,412,653,11355,63.09
Queens,2020-04-07,North Queens,0.5846456692913385,297,508,11354,58.46
Queens,2020-04-07,North Queens,0.5423280423280423,205,378,11356,54.23
Queens,2020-04-07,North Queens,0.5036855036855037,205,407,11358,50.37
Queens,2020-04-07,North Queens,0.44528301886792454,118,265,11360,44.53
Queens,2020-04-07,Northeast Queens,0.559748427672956,178,318,11361,55.97
Queens,2020-04-07,Northeast Queens,0.48249027237354086,124,257,11362,48.25
Queens,2020-04-07,Northeast Queens,0.45614035087719296,52,114,11363,45.61
Queens,2020-04-07,Northeast Queens,0.5444444444444444,196,360,11364,54.44
Queens,2020-04-07,Central Queens,0.5619389587073609,313,557,11365,56.19
Queens,2020-04-07,Central Queens,0.6242038216560509,196,314,11366,62.42
Queens,2020-04-07,Central Queens,0.625,485,776,11367,62.5
Queens,2020-04-07,West Queens,0.7781425891181989,1659,2132,11368,77.81
Queens,2020-04-07,West Queens,0.7478474784747847,608,813,11369,74.78
Queens,2020-04-07,West Queens,0.581267217630854,633,1089,11370,58.13
Queens,2020-04-07,West Queens,0.722397476340694,916,1268,11372,72.24
Queens,2020-04-07,West Queens,0.6867107636800962,1142,1663,11373,68.67
Queens,2020-04-07,West Central Queens,0.5970319634703196,523,876,11374,59.7
Queens,2020-04-07,West Central Queens,0.5474613686534217,744,1359,11375,54.75
Queens,2020-04-07,West Queens,0.6450482033304119,736,1141,11377,64.5
Queens,2020-04-07,West Queens,0.5680345572354212,263,463,11378,56.8
Queens,2020-04-07,West Central Queens,0.5503472222222222,317,576,11379,55.03
Queens,2020-04-07,West Central Queens,0.5850495804729214,767,1311,11385,58.5
Queens,2020-04-07,Southeast Queens,0.7287735849056604,309,424,11411,72.88
Queens,2020-04-07,Jamaica,0.6449934980494149,496,769,11412,64.5
Queens,2020-04-07,Southeast Queens,0.6478527607361964,528,815,11413,64.79
Queens,2020-04-07,Southwest Queens,0.5992970123022847,341,569,11414,59.93
Queens,2020-04-07,Southwest Queens,0.5938303341902313,231,389,11415,59.38
Queens,2020-04-07,Southwest Queens,0.6508379888268156,233,358,11416,65.08
Queens,2020-04-07,Southwest Queens,0.6274900398406374,315,502,11417,62.75
Queens,2020-04-07,Southwest Queens,0.6266233766233766,386,616,11418,62.66
Queens,2020-04-07,Southwest Queens,0.6276422764227643,386,615,11419,62.76
Queens,2020-04-07,Southwest Queens,0.6150845253576073,473,769,11420,61.51
Queens,2020-04-07,Southwest Queens,0.6572847682119205,397,604,11421,65.73
Queens,2020-04-07,Southeast Queens,0.6395705521472392,417,652,11422,63.96
Queens,2020-04-07,Jamaica,0.6575342465753424,336,511,11423,65.75
Queens,2020-04-07,Southeast Queens,0.5587467362924282,214,383,11426,55.87
Queens,2020-04-07,Southeast Queens,0.610586011342155,323,529,11427,61.06
Queens,2020-04-07,Southeast Queens,0.6788732394366197,241,355,11428,67.89
Queens,2020-04-07,Jamaica,0.6602282704126426,752,1139,11434,66.02
Queens,2020-04-07,Jamaica,0.6476399560922064,590,911,11432,64.76
Queens,2020-04-07,Jamaica,0.6403326403326404,308,481,11433,64.03
Queens,2020-04-07,Jamaica,0.5997818974918212,550,917,11435,59.98
Queens,2020-04-07,Jamaica,0.6642857142857143,186,280,11436,66.43
Queens,2020-04-07,Rockaways,0.6704730831973899,822,1226,11691,67.05
Queens,2020-04-07,Rockaways,0.6445783132530121,214,332,11692,64.46
Queens,2020-04-07,Rockaways,0.6074380165289256,147,242,11693,60.74
Queens,2020-04-07,Rockaways,0.5842450765864332,267,457,11694,58.42
Queens,2020-04-07,Rockaways,0.4731182795698925,44,93,11697,47.31
